Afghanistan,,,,22-01-2020,Confirmed,0,65,33,AF,,,17:37.6,FALSE
Afghanistan,,,,24-02-2020,Confirmed,1,65,33,AF,,1,17:37.6,FALSE
Afghanistan,,,,25-02-2020,Confirmed,1,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,26-02-2020,Confirmed,1,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,27-02-2020,Confirmed,1,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,28-02-2020,Confirmed,1,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,29-02-2020,Confirmed,1,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,01-03-2020,Confirmed,1,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,02-03-2020,Confirmed,1,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,03-03-2020,Confirmed,1,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,04-03-2020,Confirmed,1,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,05-03-2020,Confirmed,1,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,06-03-2020,Confirmed,1,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,07-03-2020,Confirmed,1,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,08-03-2020,Confirmed,4,65,33,AF,,3,17:37.6,FALSE
Afghanistan,,,,09-03-2020,Confirmed,4,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,10-03-2020,Confirmed,5,65,33,AF,,1,17:37.6,FALSE
Afghanistan,,,,11-03-2020,Confirmed,7,65,33,AF,,2,17:37.6,FALSE
Afghanistan,,,,12-03-2020,Confirmed,7,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,13-03-2020,Confirmed,7,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,14-03-2020,Confirmed,11,65,33,AF,,4,17:37.6,FALSE
Afghanistan,,,,15-03-2020,Confirmed,16,65,33,AF,,5,17:37.6,FALSE
Afghanistan,,,,16-03-2020,Confirmed,21,65,33,AF,,5,17:37.6,FALSE
Afghanistan,,,,17-03-2020,Confirmed,22,65,33,AF,,1,17:37.6,FALSE
Afghanistan,,,,18-03-2020,Confirmed,22,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,19-03-2020,Confirmed,22,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,20-03-2020,Confirmed,24,65,33,AF,,2,17:37.6,FALSE
Afghanistan,,,,21-03-2020,Confirmed,24,65,33,AF,,0,17:37.6,FALSE
Afghanistan,,,,22-03-2020,Confirmed,40,65,33,AF,,16,17:37.6,FALSE
Albania,,,,22-01-2020,Confirmed,0,20.1683,41.1533,AL,,,17:37.6,FALSE
Albania,,,,09-03-2020,Confirmed,2,20.1683,41.1533,AL,,2,17:37.6,FALSE
Albania,,,,10-03-2020,Confirmed,10,20.1683,41.1533,AL,,8,17:37.6,FALSE
Albania,,,,11-03-2020,Confirmed,12,20.1683,41.1533,AL,,2,17:37.6,FALSE
Albania,,,,12-03-2020,Confirmed,23,20.1683,41.1533,AL,,11,17:37.6,FALSE
Albania,,,,13-03-2020,Confirmed,33,20.1683,41.1533,AL,,10,17:37.6,FALSE
Albania,,,,14-03-2020,Confirmed,38,20.1683,41.1533,AL,,5,17:37.6,FALSE
Albania,,,,15-03-2020,Confirmed,42,20.1683,41.1533,AL,,4,17:37.6,FALSE
Albania,,,,16-03-2020,Confirmed,51,20.1683,41.1533,AL,,9,17:37.6,FALSE
Albania,,,,17-03-2020,Confirmed,55,20.1683,41.1533,AL,,4,17:37.6,FALSE
Albania,,,,18-03-2020,Confirmed,59,20.1683,41.1533,AL,,4,17:37.6,FALSE
Albania,,,,19-03-2020,Confirmed,64,20.1683,41.1533,AL,,5,17:37.6,FALSE
Albania,,,,20-03-2020,Confirmed,70,20.1683,41.1533,AL,,6,17:37.6,FALSE
Albania,,,,21-03-2020,Confirmed,76,20.1683,41.1533,AL,,6,17:37.6,FALSE
Albania,,,,22-03-2020,Confirmed,89,20.1683,41.1533,AL,,13,17:37.6,FALSE
Algeria,,,,22-01-2020,Confirmed,0,1.6596,28.0339,DZ,,,17:37.6,FALSE
Algeria,,,,25-02-2020,Confirmed,1,1.6596,28.0339,DZ,,1,17:37.6,FALSE
Algeria,,,,26-02-2020,Confirmed,1,1.6596,28.0339,DZ,,0,17:37.6,FALSE
Algeria,,,,27-02-2020,Confirmed,1,1.6596,28.0339,DZ,,0,17:37.6,FALSE
Algeria,,,,28-02-2020,Confirmed,1,1.6596,28.0339,DZ,,0,17:37.6,FALSE
Algeria,,,,29-02-2020,Confirmed,1,1.6596,28.0339,DZ,,0,17:37.6,FALSE
Algeria,,,,01-03-2020,Confirmed,1,1.6596,28.0339,DZ,,0,17:37.6,FALSE
Algeria,,,,02-03-2020,Confirmed,3,1.6596,28.0339,DZ,,2,17:37.6,FALSE
